"game_id" "description" "image" "max_players" "max_playtime" "min_age" "min_players" "min_playtime" "name" "playing_time" "thumbnail" "year_published" "artist" "category" "compilation" "designer" "expansion" "family" "mechanic" "publisher" "average_rating" "users_rated"
"179" 217 "In one of his sillier games, Karl-Heinz Schmiel casts the players as semi-psychotic cooks attempting to hone their culinary skills. Each player receives a miniature pan and a hotplate. Then each turn you can either attempt to turn up the heat, season your dish, or attempt to steal another cook's recipe in the making. Heating your hotplate is a random affair with a die, and could raise the heat on everyone's plate. Spicing the dish is heart of the game and done by up-ending small bottles filled with little colored wood pellets. When the pellets tumble out of the bottle (sometimes, if they do), the number of pellets can't exceed two, because over-spicing the dish ruins it and you have to throw it in the trash!&#10;&#10;The 2009 version includes some changed rules, a new victory condition, additional recipes and some new mechanics in comparison to the 1989 version.&#10;&#10;" "//cf.geekdo-images.com/images/pic599251.jpg" 4 30 13 2 30 "A la carte" 30 "//cf.geekdo-images.com/images/pic599251_t.jpg" 1989 "Jochen Eeuwyk,Christof Tisch" "Action / Dexterity,Party Game" NA "Karl-Heinz Schmiel" "A la carte: Dessert,A la carte: Die Beilage" "Food / Cooking" "Action Point Allowance System,Dice Rolling,Set Collection" "Competo / Marektoy,Fantasy Flight Games,Giochi Uniti,Heidelberger Spieleverlag,IELLO,Intrafin Games,Moskito Spiele,Stratelibri,Swan Panasia Co., Ltd." 6.50098 2629
"180" 218 "Players represent collectors attempting to gather sets of valuable properties and artifacts ... coins, antiques, miniatures, etc. These sets are worth handsome sums at game's end. Individual pieces of a set are worthless at game's end, but are able to be sold during the course of the game in order to provide a cash-flow.&#10;&#10;These 'properties' are represented on cards. There are 12 different types of properties, varying from 3 - 6 pieces per set. Naturally, the sets containing six pieces are much more valuable than the sets containing only three pieces as it is much more difficult to complete these larger sets.&#10;&#10;Each player is dealt six cards and given a starting 'fund' of $2,000. The top 'property' card is revealed and a bidding ensues. The winner pays the bank and takes the card into his hand. The player then has the option of selling 1 - 3 properties to the bank. The idea here is to rid yourself of properties that you do not wish to collect and provide a source of income.&#10;&#10;There is danger, however. The sales price is determined randomly via the roll of two dice. The price can vary from 25% - 100% of the listed worth of the item. Further, if a '0' is rolled on one of the dice, then the item is NOT sold outright, but rather an auction takes place amongst the players. This can result in a substantially reduced price to the seller, or a higher price, depending upon the demand for the item. Further, it is quite possible that no one desires the item, so the seller must take the item back into his hand. There is also the possibility that the player will earn a $200 bonus if the proper digit is rolled on one of the dice.&#10;&#10;When a property is sold, it is placed on the appropriate section of the 'board' - 25%, 50%, 75%, or 100% (there really isn't a board, just a card holder that indicates these sections). After a player sells properties, he may surrender one of the special 'buyer' cards and purchase from 1 - 3 cards from one of these markets. The player must pay the indicated price (based on the particular percentage market where the property is located) and take the property into his hand.&#10;&#10;Again, there is a decision to be made here. Buyer cards are very valuable, as they can be used in a number of fashions:&#10;&#10;1) Purchase properties, as described above;&#10;&#10;2) Used as a 'wild' card to complete a set; or&#10;&#10;3) Valued as $500.00 at the end of the game.&#10;&#10;So, a player has to weigh the advantages of each of these options and play accordingly.&#10;&#10;Buyer cards are purchases at auction in conjunction with a property card. When a Buyer card is revealed, another card is then revealed, and both cards are then auctioned together. The auction is a 'sealed' auction, however, so the stakes are often high as these cards carry tremendous advantages.&#10;&#10;The game continues in this fashion until the property deck expires or a player calls an end to the game. One can only do this, however, if he has a total value (property sets plus cash) in excess of $5,000. Even then, a player should only do this when he feels he has more assets than any of his opponents.&#10;&#10;As High Bid, this game was published for the 3M Bookshelf Series and 3M Gamette Series.&#10;&#10;" "//cf.geekdo-images.com/images/pic58613.jpg" 4 25 12 2 25 "High-Bid" 25 "//cf.geekdo-images.com/images/pic58613_t.jpg" 1965 "Aspect Annonsbyrå,Olle Sahlin,Stefan Thulin" "Negotiation" NA "Larry Winters,P. Winters" NA "3M Bookshelf Series,3M Gamettes" "Auction/Bidding,Set Collection" "3M,Avalon Hill,Casper,Target Games" 5.77588 228
"181" 219 "Players take on the role of club-owners vying for customers' Deutsch Marks in this unique board game, called Full House in German.&#10;&#10;Each player is given a small board representing their cafe or pub. In your turn, you can either place a tile in your pub, representing different types of seating (bar, patio, formal) &amp; activities (dancing, shooting pool, playing fooseball), or you can select a customer card, to draw in customers to those specific tiles, if you have the seating available. A third choice is to take a Billing card, which gives you a tip in cash money, and makes all customers in all the players bars pay their bills too. Yellow customers are worth 10 DM, red 20 DM and blue customers pay 30 DM.&#10;&#10;When there are at least ten customers floating around, players can also spend a Action card which moves customers around. The cards either move off a specific tile type to a type you choose, or from a tile type you choose to a specific tile. So you might move customers specifically from the terrace seating to any other type of your choice (such as the disco floor), or from a tile of your choice (such as the bar) to specifically a Pool Table. The cards allow from 1-4 customers to move, depending on the tiles.&#10;&#10;This is the clever part. As the customers move, they normally pay their bill, unless the Action card shows a No Pay symbol, making them bill-dodgers. When customers move, they first look for a suitable spot within the same pub! Only if they can't find one (either it lacks that type of tile, or there isn't enough room to accommodate them), do they then start wandering clockwise to the next pub, and keep going until they find a suitable spot. If they can't, they leave the game.&#10;&#10;So if you have an Action card that pays a bill, and you have the right empty spaces in your bar (because you've carefully put in a variety of attractions), you move your customers around inside your bar and collect the money (&quot;Hey, we're paying our bar tab now, we're gonna shoot some Pool&quot;). If you have a suitable Action card with a No Pay symbol, you move customers from another player's bar into yours (&quot;This place stinks guys, let's skip out and find a Fooseball!&quot;). It is this clever management of customers that will net you big profits.&#10;&#10;And if your bar is pretty full, especially with blue and red customers, you call a billing as your first action. The other players also collect, but you should have a margin on them, plus the tip (from 30-70 DM).&#10;&#10;There are always three Customer cards and three Action cards face up, and two fresh tiles, so you should be able to make good choices and plan ahead a little. The game ends when the Action cards or the Billing cards are exhausted.&#10;&#10;The winner is the player with the most money, having milked the punters as much as possible.&#10;&#10;" "//cf.geekdo-images.com/images/pic1300663.jpg" 5 30 12 3 30 "Volle Hütte" 30 "//cf.geekdo-images.com/images/pic1300663_t.jpg" 1997 "Wilfried Gebhard" "Economic" NA "Stefan Dorra" NA NA "Hand Management,Tile Placement" "ASS Altenburger Spielkarten" 6.17719 160
"182" 220 "In Reiner Knizia's High Society, players bid against each other to acquire the various trappings of wealth (positive-number and multiplier cards) while avoiding its pitfalls (negative number and divisor cards).  While bidding, though, keep an eye on your remaining cash - at the end of the game, even though all those positive-number cards might add up to a win, the player with the least money isn't even considered for victory.&#10;&#10;In 2003 re-published by &#195;&#156;berplay.&#10;&#10;In 2003 published with a new theme by Amigo as Einfach Tierisch.&#10;&#10;In 2006, published by University Games as Animalement V&ocirc;tre (French version) and Beestenveiling (Dutch version).&#10;&#10;In 2008, re-published by Eagle-Gryphon Games&#10;&#10;" "//cf.geekdo-images.com/images/pic1513386.jpg" 5 30 10 3 15 "High Society" 30 "//cf.geekdo-images.com/images/pic1513386_t.jpg" 1995 "Mateusz Bielski,Wesly Gibs,Alvin Madden,Ulf Marckwort,Paul Niemeyer,Björn Pertoft,Markus Wagner" "Card Game" NA "Reiner Knizia" NA "Gryphon Games bookshelf series" "Auction/Bidding" "AMIGO Spiel + Freizeit GmbH,Eagle-Gryphon Games,Foxgames (Poland),Kanga Games,Ravensburger Spieleverlag GmbH,Überplay,University Games,Wargames Club Publishing" 6.76805 4339
"183" 221 "Shogun / Samurai Swords / Ikusa is the last game in the original Milton Bradley Gamemaster series. It focuses on the chaotic feudal society of Japan during the Middle Ages. Players play one of several factions that erupt into a civil war, trying to consolidate their strongholds and then defeat other armies for the right to be called Shogun, the supreme ruler.&#10;&#10;In the game, players command forces on islands of feudal Japan.  Player forces include provincial forces in the provinces and mobile armies commanded by daimyos.  In each turn, players will allocate their koku into bids and purchases for the round.  The round begins with the allocation of turn order, which is determined by bid, and in the case of tied bids, by player agreement or random draw.  Then players other bids and payments are accounted for in purchases of castles and fortresses, drafting of new troops and ronin, and a bid for the lone ninja.  Following the bids phase, players in turn order plan and execute attacks against enemy territories, with attacks resolved through die rolls.  A player wins the game when he or she has captured a certain number of territories, either via straight conquest or by vanquishing the last of an opponent's diamyos and taking over that player's forces.&#10;&#10;The game was originally published as Shogun and was later changed to Samurai Swords due to a name conflict with James Clavell's Shogun. Ikusa is the latest iteration of the game.&#10;&#10;" "//cf.geekdo-images.com/images/pic1050037.jpg" 5 360 12 2 240 "Ikusa" 360 "//cf.geekdo-images.com/images/pic1050037_t.jpg" 1986 "Steve Argyle" "Civil War,Wargame" NA "Michael Gray" NA "Asian Theme,Country: Japan,Gamemaster Series,Samurai" "Auction/Bidding,Dice Rolling,Simultaneous Action Selection" "Avalon Hill (Hasbro),Milton Bradley,Wizards of the Coast" 7.00973 4283
"184" 222 "This game is a successor to the popular Bohnanza but is less complex and is not based on trading.&#10;&#10;Players attempt to collect 30 points in &quot;trophies&quot; to win the game. This is accomplished by working with up to two collections of space beans - 1 public (face-up) and 1 secret (face-down).&#10;&#10;The primary mechanic is drawing beans, placing them in one of your collections (public or secret) if you have any matching cards to play, then passing your entire hand to the player on your right. If you compile a collection that contains a number of beans equal to the number value on one of beans in the collection, you may redeem the collection for the same amount of points on that card.&#10;&#10;For example: If a player has three violet beans, and one of them has a value of 3, that collection can be converted for three trophy points. The card numbered 3 would go into the trophy pile, and the other cards into the discard pile.&#10;&#10;Space Beans is part of the Bohnanza family of games.&#10;&#10;" "//cf.geekdo-images.com/images/pic129430.jpg" 6 40 10 2 40 "Space Beans" 40 "//cf.geekdo-images.com/images/pic129430_t.jpg" 1999 "Björn Pertoft" "Card Game,Science Fiction" NA "Uwe Rosenberg" NA "Bohnanza" "Card Drafting,Set Collection" "AMIGO Spiel + Freizeit GmbH,Mercurio,Midgaard Games,Rio Grande Games" 6.08948 1300
"185" 223 "Based on his earlier effort, Wildlife Adventure, Expedition is a game about moving three commonly held expeditions around the world in search of various archaeological sites. The board is a map of the world with many different branching paths, and players advance the expeditions by placing plastic arrows. When an expedition arrives at a location that matches one of your cards, you score that card. The first player to score all of his cards ends the game, and the highest total score takes the day.&#10;&#10;Reimplements&#10;&#10;&#10;     Wildlife Adventure&#10;&#10;&#10;Reimplemented as&#10;&#10;&#10;     Schatzsucher (children's version)&#10;     Expedition: Famous Explorers&#10;&#10;&#10;" "//cf.geekdo-images.com/images/pic97042.jpg" 6 90 10 2 90 "Expedition" 90 "//cf.geekdo-images.com/images/pic97042_t.jpg" 1996 "Jo Hartwig,Marc Margielsky" "Exploration,Transportation,Travel" NA "Wolfgang Kramer" NA "Archaeology" "Point to Point Movement,Route/Network Building" "AMIGO Spiel + Freizeit GmbH,Queen Games,Ravensburger Spieleverlag GmbH" 6.88525 980
"186" 224 "History of the World works under the assumptions that all empires eventually fade and that the only things differentiating great empires from lesser ones is how much territory they conquer and how long it takes for their civilizations to disappear.  The game is played out over 7 epochs or rounds, from the ancient 3000 B.C. Sumerians to the pre-WW1 Germany, with every player controlling a new rising empire from history.  Some empires are stronger than others (like the Romans), but the game's clever mechanisms can help balance that out.  At the end of each epoch, players score points for all units of their color (from both the current and any previous empires) remaining on the board.&#10;&#10;Gameplay:  Each player selects a color and takes all pieces of that color, as there are different miniatures for each of the 7 Epochs, these should be sorted by Epoch.  The game board is a stylized version of the globe.  The Event cards should be separated into Greater and Lesser Events.  Each player is dealt 3 Greater Events. These are either Minor Empires, Leaders, Weaponry or Reallocation.  Each player is also dealt 7 Lesser Events.  There are 22 different types of Lesser Events (Disasters, Diseases, and Special abilities, to name a few).  Players roll 2 dice and determine first player and begin drawing their first Epoch empires.  One unique mechanism is that the drawing player can examine their drawn empire and decide whether to keep it for themselves or give it to another player who hasn't gotten one yet.  If it is given to another player, the receiving player has no choice but to keep it for himself to play that Epoch.  Then the next player draws and makes his decision.  The player who gives their drawn Empire has to wait until given an empire by another player or until the last player draws.  Each Empire card contains the Empire name, how many troops the Empire has for expansion, the Empire's starting land space, if it has a Capitol or not (barbarian or nomadic nations frequently do not) and if it has any Navigation (Seas and Oceans to travel by).  One player reads out the Epochs Empires in order and turns are taken, in this roughly historical order, when a player's Empire is called.&#10;&#10;Before the start of their turn a player may play up to two Event cards from their hand.  The Events played are resolved before the player starts his Empire's actions.  If the player's active Empire has navigation a ship token is placed in each sea or ocean listed (if an ocean is listed all adjacent seas to the ocean have ship markers put into them).  A Reallocation Greater Event allows an Empire with Navigation to exchange Fleets in seas and oceans for Coins that can be used to buy back defeated troops (1 coin per troop).  If the active Empire has a capitol it is taken and placed in the Empire's starting land with one unit of the Empire's available troops.&#10;&#10;Since each land space may only contain one troop the player begins expanding from their starting land by placing troops in any adjacent land space that they wish to occupy or conquer.  To conquer a land the attacker moves one unit into the land space either from adjacent land or through a sea with a ship in it.  Then dice are rolled, the attacker gets 2 dice and the defender only one, unless the attacker traveled across a strait or the defender's land has either a forest, the great wall of China, or mountains on the border of the land that the attacker came from.  In this case the defender receives 2 dice as well.  If the attack comes from the sea the defender gets 3 dice for defense.  Highest score wins with ties killing off both the defender and attacker.  In this case the attacker can merely place the next troop, if he has any left, in the now-empty land space.&#10;&#10;At any time the active Empire player may exchange an unplaced troop for a fort.  On later turns, a fort gives the player a +1 to defensive rolls in that land.  Also, if the defender in a fort loses or ties with an attacker only the fort is removed and the battle continues.  Whenever an army conquers a land with a capitol the capitol mini is flipped reducing it to a city (if it was a city to begin with it is removed from board when conquered).  After the active player's Empire is finished with it's actions check to see if it conquered to land spaces with resource symbols, if so it can build a monument.&#10;&#10;Then scoring takes place.  Each area (Middle-East, Northern Europe, Eurasia, etc...) has a tile with 3 values for the current Epoch.  One value is for having a presence in the area (at least one land).  Another value is for having Dominance in the area (at least 2 lands and more than any other player in area). The last value is for having Control of an area (at least 3 lands and no other player has any in area).  These values vary from Epoch to Epoch and Area to Area (Middle-East is more valuable in early Epochs and fades in later Epochs, for example).  Total the scores from each area for all pieces of the player's color from all Empires controlled that remain on board.  Then add 2 points for each capitol controlled, 1 point per city and one point for each monument controlled. After all areas are scored the next Empire called takes its turn.&#10;&#10;After all players have taken their turns and scored, for the first Epoch, the player with the highest score gets to take a pre-eminence marker and places it in front of him.  These are secret bonus points (worth somewhere from 3 to 6) for the end of the game and may not be examined till then.  This bonus to leader helps balance the Empire-draw mechanic and makes it valuable to score maximal points even early in the game, rather than tanking to get a better draw later. Then drawing begins for the next Epoch with the player having the lowest score drawing first on up to the person with the highest score drawing last (and likely being given a less than optimal Empire by another player).&#10;&#10;Victory: After the last player has scored for Epoch 7 and the leader has drawn a pre-eminence marker, all players reveal their pre-eminence markers and add them to their scores.  The player with the highest score wins.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Online Play&#10;&#10;&#10;    http://gamesbyemail.com (English, turn-based)&#10;&#10;&#10;" "//cf.geekdo-images.com/images/pic287451.jpg" 6 180 12 3 180 "History of the World" 180 "//cf.geekdo-images.com/images/pic287451_t.jpg" 1991 "(Uncredited),Charles S. Jarboe, Jr.,Steve Kendall,Jason Spiller,David Walker" "Ancient,Civilization,Medieval,Renaissance,Wargame" NA "Gary Dicken,Steve Kendall,Phil Kendall" NA NA "Area Control / Area Influence,Dice Rolling,Hand Management" "Avalon Hill,Avalon Hill (Hasbro),Compendium Games,Gibsons Games,Ragnar Brothers,Welt der Spiele" 7.1321 3961
"187" 225 "This is the game that introduced Icehouse Pieces. In December 1989, an initial test run of 100 Icehouse sets were made and sold, packaged in black boxes. Later, a few more of these handmade sets were produced, but in very limited quantities.&#10;&#10;This game doesn't use turns, or rounds, or anything else to break up the action.  Players place their pieces as quickly or slowly as they like, in attacking or defending positions.  Only when time runs out or when everyone has used up all their pieces is the game scored, with people getting points for their safe defenders and successful attackers.&#10;&#10;" "//cf.geekdo-images.com/images/pic2038742.jpg" 5 20 8 3 20 "Icehouse" 20 "//cf.geekdo-images.com/images/pic2038742_t.jpg" 1989 NA "Abstract Strategy,Game System,Real-time" "Playing With Pyramids" "John Cooper,Andrew Looney" NA "Looney Pyramids,Tube Games" NA "Crystal Caste,IcehouseGames,Looney Labs" 6.66445 602
"188" 228 "This card game simulates children (a little girl is featured on all cards) running around the playground beating up each other and stealing their lunch money.  Once you get past the strange theme, there's a fun little game where players beat each other senseless with cards like 'Poke in the Eye', 'Uppercut', and 'Humiliation.'  Not for the weak willed, this game is mean.  The last player still standing wins.&#10;&#10;Re-implemented by:&#10;&#10;    Beer Money&#10;&#10;&#10;&#10;&#10;Integrates with:&#10;&#10;    Beer Money&#10;&#10;&#10;&#10;&#10;" "//cf.geekdo-images.com/images/pic11310.jpg" 4 20 13 2 20 "Lunch Money" 20 "//cf.geekdo-images.com/images/pic11310_t.jpg" 1996 "Andrew Yates" "Card Game,Fighting" NA "John Nephew,Charlie Wiedman" "Lunch Money: Sticks and Stones" NA "Hand Management,Take That" "Atlas Games,NekoCorp" 5.64856 2362
"189" 229 "The Elven king is dead, and players are competing to become the next king.  This game is similar in nature to Elfenroads/Elfenland in that players try to visit as many cities as possible using optimal transportation cards; what's different is that the lay of the land is also dictated by card play.  Other players may interfere with your journey through the use of thieves, obstacles, and sea serpents.&#10;&#10;" "//cf.geekdo-images.com/images/pic369769.jpg" 6 60 10 2 60 "King of the Elves" 60 "//cf.geekdo-images.com/images/pic369769_t.jpg" 1999 "Doris Matthäus" "Card Game,Fantasy,Travel" NA "Alan R. Moon" NA "Fairies, Elves and Pixies" "Card Drafting,Hand Management,Point to Point Movement" "999 Games,AMIGO Spiel + Freizeit GmbH,Rio Grande Games" 6.23698 1218
"190" 230 "Merchant of Venus makes players take on the roles of space traders chasing wealth and fortune. Each player moves their ship through interconnected systems on a fixed map, discovering new alien worlds to trade with. As players start to make money delivering commodities, their earnings can be used to purchase equipment and construct their own infrastructure. The player who first acquires enough total value in cash and port/factory deeds wins the game.&#10;&#10;The game uses a basic roll-and-move mechanism for movement, but modifies it with engine ship upgrades that let the players skip certain spaces during movement. When players reach cities and spaceports, they can buy and sell commodities. Different species are randomly distributed throughout the universe at the start of the game, and players will only uncover which species lives where through exploration in the course of the game - the layout of which species lives where works to offset the rigidity of the fixed map by making different routes through the map profitable each game.&#10;&#10;The prices a player receives for selling their cargo is determined by the species that lives in the system, and what commodities a port offers for purchase is determined by a unique and dynamic supply-and-demand mechanism. With their money, players can replace their spaceships with better models, or build factories (which create better commodities) and spaceports (which speed up trading). They can also buy upgrades for their ships (like shields, lasers, or engines).&#10;&#10;Variations included in the rulebook allow for interplayer combat and solo play, and the exact target wealth players have to acquire in order to win is decided on before each play.&#10;&#10;" "//cf.geekdo-images.com/images/pic159117.jpg" 6 180 12 1 180 "Merchant of Venus" 180 "//cf.geekdo-images.com/images/pic159117_t.jpg" 1988 "Charles Kibler,George I. Parrish, Jr.,Regina De Simone" "Economic,Exploration,Science Fiction,Space Exploration,Transportation" NA "Richard Hamblen" NA "Solitaire Games" "Commodity Speculation,Dice Rolling,Pick-up and Deliver,Point to Point Movement,Roll / Spin and Move" "Avalon Hill" 7.17453 2416
"191" 231 "The U.S. - Indian conflicts, a tragic period of history.&#10;&#10;Each turn, players are randomly assigned a side to play -- either Indian tribes or the U.S. Only one player represents the U.S. each turn, while the other players each have a number of Indian tribes under their control. Indian players get to select one or two of their active tribes, but the rest are dealt to them randomly. There are usually more Indian tribes available than what are active each turn, but players don't really know which ones are inactive.  This can be unsettling to the U.S. player as he must decide where to deploy his limited troops and columns.&#10;&#10;All players compete to earn victory points.  The U.S. player is faced with the task of building up sufficient resources (settlements, towns, railroads, mines, etc.) to maintain existing states and convert territories into states. The Indian players play the role of guerrillas to earn victory points, but also can deny resources to the U.S. player. However, he must be very careful not to suffer too many casualties, as this could cause his tribe to go on reservation or become extinct, which costs the player dearly in victory points.&#10;&#10;" "//cf.geekdo-images.com/images/pic87910.jpg" 5 480 12 1 480 "Geronimo" 480 "//cf.geekdo-images.com/images/pic87910_t.jpg" 1995 "Stephen Langmead,Kurt Miller" "American Indian Wars,American West,Wargame" NA "Richard H. Berg" NA NA "Area Movement,Variable Player Powers" "Avalon Hill" 5.58441 209
"192" 232 "The Theme&#10;&#10;In the fourteenth century, the Atlantic was an ocean without end and America was yet to be discovered. The Mediterranean was a sea of great prosperity - the only route between East and West. The greatest fleets of the age battled for the most lucrative trade routes.&#10;&#10;Trade cities like Venice, Genoa, Barcelona or Istanbul grew as powerful as whole nations, establishing trade routes as far as North Africa or Middle East, bringing back Spice, Gems or Gold to the western Mediterranean. SERENISSIMA recreates this era, when the Mediterranean was at the centre of world trade.&#10;&#10;The Game&#10;&#10;Each players assume the role of one of those four city-states. Their goal is to establish their sphere of influence in the Mediterranean, and share all sorts of commodities to make their trading empire the most prosperous. In the course of a game, players must build galleys, hire crew and buy/sell commodities. The value of goods can be influenced by players having monopolies in certain commodities. Players can also take control of ports, thereby earning extra income from players using the port, as well as being able to get this port's specific commodity.&#10;&#10;In the end, the scoring is based on the number of ports each player control, but also on the fact that those ports have commodities of different kind available. Ports come in three types : small, medium, and city-states. Whereas small ports are quite easy to satisfy (they need only two commodities to be considered &quot;full&quot;), the four starting city-states are far more difficult to please, as they will need all kind of commodities available (6 additional commodities, plus the one they produce).&#10;&#10;During the course of the game, the number and type of commodities available in ports also controls the number of crew members you can hire, if you can build galleys or forts, and the price of commodities when you sell them. For example, a player won't be able to build new galleys until they have wood and iron available in one of the ports they control. Once a galley has been built, it has 5 spaces available, that can be filled by the crew or the goods. Every crew member allows movement through one space, and makes the galley more powerful. But those spaces are also needed to carry the goods that are worth money. Money that can be used to hire new crews, build new galleys, or commodities. A balance thus needs to be struck between trading commodities and taking control of ports - between a fleet of merchant galleys and a fleet of warships.&#10;&#10;The game lasts between 5 to 8 turns depending on the number of active players. Turn order is defined by bidding. The winner of the bid choose whether he will play first, second, third or last. Depending on the situation and what the player wants to do, playing first or last might be equally interesting. For example, by playing first, a player would be unable to react to other players move, but he could avoid having his galleys blockaded.&#10;&#10;" "//cf.geekdo-images.com/images/pic322925.jpg" 4 120 12 2 120 "Serenissima (first edition)" 120 "//cf.geekdo-images.com/images/pic322925_t.jpg" 1996 "Dominique Ehrhard,Guillaume Rohmer,Duccio Vitale" "Economic,Nautical,Renaissance" NA "Dominique Ehrhard,Duccio Vitale" NA "Cities: Barcelona (Spain),Cities: Genova,Cities: Marseille,Cities: Naples,Cities: Venice" "Pick-up and Deliver,Trading" "999 Games,Asmodee,Descartes Editeur,Eurogames" 6.89152 2092
"193" 234 "This game uses the very popular card system which first appeared in Avalon Hill's We the People game to detail the struggle between Carthage's Hannibal and the Roman Republic in approximately 200 BC.&#10;&#10;&#10;HANNIBAL &amp; HAMILCAR is an asymmetrical card driven game for 2 players set in times of epic struggle between ancient Rome and Carthage. It presents a conflict between two super-powers of Antiquity from classical Clausewitzian perspective, according to which a power only reverts to military operations when there is no other way to achieve the goal: political dominance.&#10;&#10;HANNIBAL has been designed by one of the most acclaimed designers in the World, Mark Simonitch. 20th Anniversary Edition of the game includes new scenarios and variants. Certain game mechanics were streamlined, while producing exactly the same game results as the golden classic. The game original rules and components were updated by Mark Simonitch and Jaro Andruszkiewicz.&#10;&#10;Players use Strategy Cards for multiple purposes: moving generals, levying new troops, reinforcing existing armies, gaining political control of the provinces involved in the war, and introducing historical events. When two armies meet on the battlefield, a second set of cards, called Battle Cards, are used to determine the winner. Ultimately both players seek victory by dominating both fronts: military and political.&#10;&#10;HAMILCAR, set during the first conflict between Rome and Carthage, known as the First Punic War, is a companion game sharing components and using similar mechanics. It introduces a naval system and naval battles. Both players compete for control of the world&rsquo;s primary sea, in a conflict which will be described as the first war between an elephant and a whale - the struggle of a land-based empire versus the world&rsquo;s naval power. Rome's goal was to break out through the island chain of Sicily, Corsica and Sardinia - Carthage's defensive line to contain Rome on the Italian peninsula.&#10;&#10;" "//cf.geekdo-images.com/images/pic3477797.jpg" 2 200 12 2 40 "Hannibal: Rome vs. Carthage" 200 "//cf.geekdo-images.com/images/pic3477797_t.jpg" 1996 "Joe Amoral,Mike Doyle (I),Rick Gondeck,Pawel Kaczmarczyk,Kurt Miller,Mark Simonitch,Rafal Szymanski,Piotr Slaby" "Ancient,Political,Wargame" NA "Mark Simonitch" "Hamilcar: First Punic War" "Ancient Rome,Continent: Africa,Valley Games Tactics Line" "Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation" "Valley Games, Inc.,Avalon Hill,Descartes Editeur,Ediciones MasQueOca,Hobby World,PHALANX,Phalanx Games Deutschland,Smart Ltd" 7.82769 4305
"194" 235 "Introduction (from the rule book):&#10;&#10;BLACKBEARD recreates &quot;The Golden Age of Piracy&quot; at the turn of the 18th century. Each player becomes one or more pirates and attempts to amass a fortune and retire before a King's Commissioner tracks him down, a Warship stumbles across him, or his own crew cuts his throat! Merchant ships plying the trade routes are the targets. Prizes range from near-worthless supplies to the fabulous Spanish and Mogul treasure ships. Luck, skill and cunning all play a part as you comb the Seven Seas (well ... at least three of them) for fame and fortune. Players should be aware that the game simulates 18th century piracy and therefore features random happenstance. Little can be planned. Players who are ready to strike when opportunity presents itself and are wily and aggressive without being rash will fare best in the long run.&#10;&#10;&#10;Players take up the roles of famous pirates navigating the major sea lanes during the golden age of piracy.  Plunder and pirateering await as each player moves about on the map in a variable system through a deck of cards.  Rather than the normal turn order in games, players move when their designation is drawn in a deck.  When not in the role of their pirate they can take on the role of one of the English military ships hunting the sea for pirates.  By making shrewd choices and having some luck the player can end the game a wealthy and retired pirate with a large fleet of ships that have been accumulated over the years.&#10;&#10;" "//cf.geekdo-images.com/images/pic164665.jpg" 4 180 12 1 180 "Blackbeard" 180 "//cf.geekdo-images.com/images/pic164665_t.jpg" 1991 "Dave Dobyski,Charles Kibler,George I. Parrish, Jr." "Adventure,Age of Reason,Nautical,Pirates,Wargame" NA "Richard H. Berg" NA "Solitaire Games,Solitaire Wargames" "Hex-and-Counter,Variable Player Powers" "Avalon Hill,Descartes Editeur" 6.34825 1266
"195" 237 "Fighting ships in the age of sail!  This classic title details military engagements in the golden age of sail with a plethora of historical scenarios.  Players take their groups of ships and form their ship lines and then go at it.  The game comes with a large generic ocean map overlaid with a hex grid.  The ship counters occupy two hexes and include special rules for moving and firing with this design.  Players can begin with the smaller scenarios and work up to whole fleets engaged in pitched battle.&#10;&#10;Avalon Hill Complexity Rating - 6&#10;&#10;" "//cf.geekdo-images.com/images/pic3341.jpg" 2 60 12 2 60 "Wooden Ships & Iron Men" 60 "//cf.geekdo-images.com/images/pic3341_t.jpg" 1974 "Edward Moran" "Age of Reason,American Indian Wars,American Revolutionary War,Napoleonic,Nautical,Pirates,Post-Napoleonic,Wargame" NA "S. Craig Taylor" NA "Age of Kings" "Action / Movement Programming,Dice Rolling,Hex-and-Counter" "Avalon Hill,Battleline" 6.99472 1694
"196" 239 "Wagram is a simulation of the battle which took place between the armies of the Hapsburg Empire under Archduke Charles and the French-Allied armies under Napoleon on July 5th and 6th, 1809.&#10;&#10;One on four games included in the Napoleon At War QuadriGame.  The games in this set are based on the Napoleon At Waterloo system which is a basic movement-combat system with hard zones of control.&#10;&#10;CRT has unique EE (Equal Elimination) feature.  A die roll of 6 will result in an attacker with unit strength of 12 and a defender with unit strength of 2 both being simultaneously eliminated.&#10;&#10;This game was republished on Tactics #47 by Hobby Japan in 1987.&#10;&#10;" "//cf.geekdo-images.com/images/pic1905060.jpg" 2 90 12 2 90 "Wagram" 90 "//cf.geekdo-images.com/images/pic1905060_t.jpg" 1975 "Redmond A. Simonsen,Horace Vernet" "Napoleonic,Wargame" "Napoleon at War: Four Battles" "Irad B. Hardy" NA NA NA "Hobby Japan,SPI (Simulations Publications, Inc.)" 6.76369 84
